Hour,User,Store,rating
0.5217391304347826,37,86,0.7
0.0,38,79,0.8
0.43478260869565216,38,98,0.7
0.4782608695652174,38,154,0.7
0.13043478260869565,39,181,0.8
0.21739130434782608,39,367,1.0
0.34782608695652173,39,70,0.7
0.34782608695652173,39,272,0.7
0.08695652173913043,40,34,0.8
0.5217391304347826,40,181,1.0
0.6086956521739131,40,170,0.8290909090909091
0.4782608695652174,41,359,0.8
0.5217391304347826,41,358,1.0
1.0,41,201,0.8125
0.13043478260869565,42,11,0.8
0.2608695652173913,42,79,1.0
0.6521739130434783,42,78,0.9051470588235293
0.17391304347826086,43,198,0.8
0.21739130434782608,43,131,0.7
0.391304347826087,43,364,1.0
0.43478260869565216,43,91,0.9705882352941175
0.0,44,88,0.8
0.13043478260869565,44,325,1.0
0.6086956521739131,44,195,0.7364217252396166
0.13043478260869565,45,204,0.8
0.4782608695652174,45,167,1.0
0.5652173913043478,45,198,0.7
0.21739130434782608,46,241,0.8
0.21739130434782608,46,28,1.0
0.21739130434782608,46,67,1.0
0.17391304347826086,47,208,0.8
0.5217391304347826,47,283,1.0
0.6956521739130435,47,61,0.7
0.0,48,8,0.8
0.17391304347826086,48,325,1.0
0.6521739130434783,48,262,1.0
0.13043478260869565,49,248,0.8
0.30434782608695654,49,241,0.7
0.6086956521739131,49,333,0.9869565217391304
0.6086956521739131,50,339,0.8
0.6521739130434783,50,262,0.7
1.0,50,337,1.0
0.043478260869565216,51,167,0.8
0.043478260869565216,51,153,1.0
0.5217391304347826,51,299,1.0
0.17391304347826086,52,250,0.8
0.2608695652173913,52,191,0.7
0.6086956521739131,52,95,0.7
0.30434782608695654,53,225,0.8
0.34782608695652173,53,317,0.7
0.5217391304347826,53,95,0.7
0.17391304347826086,54,8,0.8
0.6086956521739131,54,21,0.7
0.6956521739130435,54,193,0.7
0.30434782608695654,55,215,0.8
0.34782608695652173,55,201,0.7
0.391304347826087,55,298,1.0
0.0,56,198,0.8
0.08695652173913043,56,297,1.0
0.4782608695652174,56,340,1.0
0.21739130434782608,57,355,0.8
0.34782608695652173,57,94,1.0
1.0,57,145,1.0
0.391304347826087,58,16,0.8
0.43478260869565216,58,182,0.7
0.6086956521739131,58,197,1.0
0.2608695652173913,59,363,0.8
0.30434782608695654,59,89,0.7
0.6521739130434783,59,188,0.7597510373443983
0.17391304347826086,60,233,0.8
0.34782608695652173,60,121,1.0
0.391304347826087,60,362,0.7
0.043478260869565216,61,153,0.8
0.08695652173913043,61,232,1.0
0.391304347826087,61,16,0.7
0.5217391304347826,61,36,0.956120527306968
0.5652173913043478,61,94,0.7186440677966102
0.34782608695652173,62,181,0.8
0.34782608695652173,62,188,1.0
0.6086956521739131,62,195,0.7
0.34782608695652173,63,273,0.8
0.43478260869565216,63,303,0.7
0.4782608695652174,63,115,0.7
0.5652173913043478,63,255,0.983271375464684
0.43478260869565216,64,342,0.8
0.5652173913043478,64,208,1.0
0.8695652173913043,64,129,0.7898617511520737
0.13043478260869565,65,350,0.8
0.391304347826087,65,106,1.0
0.43478260869565216,65,63,0.7
0.21739130434782608,66,333,0.8
0.5652173913043478,66,358,1.0
0.8260869565217391,66,233,0.7
0.08695652173913043,67,167,0.8
0.5217391304347826,67,134,1.0
0.5217391304347826,67,197,0.7997387328543435
0.6956521739130435,67,154,0.9267145656433703
0.08695652173913043,68,295,0.8
0.13043478260869565,68,265,1.0
0.4782608695652174,68,295,1.0
0.4782608695652174,68,4,0.7731092436974789
0.5217391304347826,68,265,1.0
0.2608695652173913,69,232,0.8
0.43478260869565216,69,46,1.0
0.5652173913043478,69,165,0.7
0.043478260869565216,70,262,0.8
0.13043478260869565,70,195,0.7
1.0,70,195,0.8766169154228856
0.34782608695652173,71,214,0.8
0.5217391304347826,71,283,0.7
0.6521739130434783,71,233,0.7
0.21739130434782608,72,220,0.8
0.2608695652173913,72,4,1.0
0.43478260869565216,72,79,1.0
0.6956521739130435,72,147,0.7
0.08695652173913043,73,326,0.8
0.43478260869565216,73,167,1.0
0.5652173913043478,73,80,0.7
0.21739130434782608,74,94,0.8
0.5217391304347826,74,167,1.0
0.6521739130434783,74,64,0.7
0.0,75,232,0.8
0.08695652173913043,75,50,1.0
0.21739130434782608,75,283,0.7617866004962779
0.5217391304347826,75,228,0.7133995037220843
0.21739130434782608,76,225,0.8
0.30434782608695654,76,64,0.7
0.43478260869565216,76,167,0.7623485554520036
0.13043478260869565,77,283,0.8
0.34782608695652173,77,115,1.0
0.5217391304347826,77,121,1.0
0.5652173913043478,77,35,0.8262384322264561
0.34782608695652173,78,262,0.8
0.4782608695652174,78,325,0.7
0.5217391304347826,78,220,1.0
0.0,79,46,0.8
0.043478260869565216,79,321,1.0
0.21739130434782608,79,348,0.7306818181818181
0.34782608695652173,79,203,0.7
0.5652173913043478,79,261,0.7
0.5217391304347826,80,215,0.8
0.5652173913043478,80,102,1.0
0.5652173913043478,80,251,0.8374384236453202
0.043478260869565216,81,225,0.8
0.17391304347826086,81,151,1.0
0.4782608695652174,81,53,1.0
0.8260869565217391,81,167,0.7383458646616541
0.08695652173913043,82,4,0.8
0.2608695652173913,82,299,1.0
0.5217391304347826,82,359,0.7
0.043478260869565216,83,103,0.8
0.13043478260869565,83,131,1.0
0.21739130434782608,83,198,1.0
0.043478260869565216,84,64,0.8
0.5652173913043478,84,145,1.0
0.5652173913043478,84,233,1.0
0.43478260869565216,85,241,0.8
0.5217391304347826,85,1,0.7
0.5652173913043478,85,25,1.0
0.391304347826087,86,310,0.8
0.5652173913043478,86,83,0.7
0.5652173913043478,86,64,1.0
0.6086956521739131,87,17,0.8
0.6086956521739131,87,43,1.0
1.0,87,17,0.825615763546798
0.043478260869565216,88,94,0.8
0.30434782608695654,88,79,1.0
0.6086956521739131,88,201,0.7
0.391304347826087,89,280,0.8
0.5217391304347826,89,332,1.0
1.0,89,124,0.7839479392624729
0.391304347826087,90,361,0.8
0.5652173913043478,90,232,0.7
0.6086956521739131,90,250,0.7039252336448598
0.17391304347826086,91,321,0.8
0.17391304347826086,91,229,1.0
0.30434782608695654,91,80,1.0
0.043478260869565216,92,345,0.8
0.43478260869565216,92,232,1.0
1.0,92,326,0.7
0.5217391304347826,93,198,0.8
0.5652173913043478,93,80,0.7
0.6086956521739131,93,232,1.0
0.0,94,91,0.8
0.43478260869565216,94,198,0.7
0.5652173913043478,94,117,1.0
0.391304347826087,95,52,0.8
0.5217391304347826,95,281,1.0
0.5652173913043478,95,281,0.7
0.21739130434782608,96,46,0.8
0.21739130434782608,96,79,1.0
0.43478260869565216,96,336,0.7
0.0,97,1,0.8
0.30434782608695654,97,299,0.7
0.4782608695652174,97,280,1.0
0.13043478260869565,98,218,0.8
0.6086956521739131,98,337,1.0
0.6956521739130435,98,303,0.9911409395973154
0.17391304347826086,99,193,0.8
0.21739130434782608,99,4,1.0
1.0,99,362,0.7
0.5217391304347826,100,241,0.8
0.6086956521739131,100,137,0.7
0.7391304347826086,100,265,0.7523285351397121
0.17391304347826086,101,365,0.8
0.34782608695652173,101,46,0.7
0.5217391304347826,101,79,0.8799999999999999
0.7391304347826086,101,220,1.0
0.043478260869565216,102,299,0.8
0.17391304347826086,102,241,1.0
0.5217391304347826,102,279,1.0
0.21739130434782608,103,358,0.8
0.391304347826087,103,64,1.0
0.43478260869565216,103,167,1.0
0.43478260869565216,104,254,0.8
0.6086956521739131,104,235,0.7
0.6956521739130435,104,25,0.7
0.34782608695652173,105,58,0.8
0.34782608695652173,105,70,0.7
0.4782608695652174,105,352,0.7
0.4782608695652174,105,229,0.7
0.43478260869565216,106,167,0.8
0.43478260869565216,106,229,0.7
0.5652173913043478,106,332,0.7775862068965517
0.17391304347826086,107,262,0.8
0.2608695652173913,107,94,1.0
0.6086956521739131,107,358,0.7
0.21739130434782608,108,241,0.8
0.2608695652173913,108,151,1.0
0.6956521739130435,108,220,1.0
0.043478260869565216,109,336,0.8
0.4782608695652174,109,280,0.7
0.5217391304347826,109,215,0.7
0.30434782608695654,110,79,0.8
0.5217391304347826,110,305,1.0
0.5652173913043478,110,46,0.7
0.043478260869565216,111,79,0.8
0.43478260869565216,111,79,0.7
0.43478260869565216,111,46,0.7
0.043478260869565216,112,28,0.8
0.13043478260869565,112,367,1.0
0.6521739130434783,112,88,1.0
0.0,113,265,0.8
0.4782608695652174,113,234,1.0
0.6086956521739131,113,78,0.7
0.13043478260869565,114,150,0.8
0.2608695652173913,114,241,0.7
0.43478260869565216,114,233,1.0
0.13043478260869565,115,345,0.8
0.21739130434782608,115,350,1.0
0.6086956521739131,115,248,1.0
0.5217391304347826,116,151,0.8
0.5652173913043478,116,227,1.0
0.6086956521739131,116,110,0.7675422138836773
0.391304347826087,117,257,0.8
0.5652173913043478,117,197,0.7
0.6521739130434783,117,237,0.7
0.0,118,178,0.8
0.34782608695652173,118,46,0.7
0.4782608695652174,118,141,1.0
0.30434782608695654,119,198,0.8
0.34782608695652173,119,35,1.0
0.7391304347826086,119,49,0.7
0.21739130434782608,120,273,0.8
0.4782608695652174,120,348,1.0
0.6086956521739131,120,250,0.7
0.0,121,154,0.8
0.17391304347826086,121,117,0.7
0.391304347826087,121,361,1.0
0.043478260869565216,122,273,0.8
0.21739130434782608,122,273,0.7
0.30434782608695654,122,157,0.7
0.21739130434782608,123,198,0.8
0.34782608695652173,123,279,1.0
0.6086956521739131,123,345,1.0
0.13043478260869565,124,181,0.8
0.2608695652173913,124,188,1.0
0.5652173913043478,124,229,1.0
0.30434782608695654,125,243,0.8
0.391304347826087,125,231,1.0
0.6086956521739131,125,71,0.7269230769230769
0.043478260869565216,126,198,0.8
0.21739130434782608,126,8,1.0
0.34782608695652173,126,43,1.0
0.17391304347826086,127,272,0.8
0.4782608695652174,127,360,1.0
1.0,127,345,1.0
0.043478260869565216,128,36,0.8
0.08695652173913043,128,124,1.0
0.2608695652173913,128,175,0.8646341463414634
0.08695652173913043,129,278,0.8
0.4782608695652174,129,138,0.7
0.5217391304347826,129,64,0.7
0.21739130434782608,130,232,0.8
0.391304347826087,130,337,0.7
0.5217391304347826,130,106,0.7
0.21739130434782608,131,195,0.8
0.4782608695652174,131,198,1.0
0.7391304347826086,131,154,1.0
0.0,132,154,0.8
0.043478260869565216,132,63,0.7
0.6086956521739131,132,283,0.7270697674418605
0.4782608695652174,133,197,0.8
0.5652173913043478,133,367,1.0
1.0,133,192,0.7
0.08695652173913043,134,134,0.8
0.2608695652173913,134,136,1.0
0.391304347826087,134,183,0.7
0.043478260869565216,135,232,0.8
0.08695652173913043,135,103,1.0
0.4782608695652174,135,11,0.7
0.13043478260869565,136,106,0.8
0.34782608695652173,136,220,1.0
0.391304347826087,136,103,1.0
0.13043478260869565,137,312,0.8
0.391304347826087,137,63,1.0
0.6956521739130435,137,156,0.7
0.043478260869565216,138,159,0.8
0.17391304347826086,138,145,0.7
0.34782608695652173,138,153,0.7620689655172413
0.21739130434782608,139,203,0.8
0.43478260869565216,139,52,1.0
0.6086956521739131,139,281,0.7
0.13043478260869565,140,131,0.8
0.17391304347826086,140,345,1.0
0.30434782608695654,140,64,0.7392307692307691
0.08695652173913043,141,121,0.8
0.2608695652173913,141,79,0.7
0.43478260869565216,141,198,1.0
0.30434782608695654,142,36,0.8
0.5652173913043478,142,106,0.7
0.6956521739130435,142,241,1.0
0.17391304347826086,143,361,0.8
0.5652173913043478,143,124,0.7
0.6086956521739131,143,272,1.0
0.391304347826087,144,188,0.8
0.5652173913043478,144,25,0.7
0.6521739130434783,144,36,1.0
0.043478260869565216,145,75,0.8
0.34782608695652173,145,159,0.7
0.4782608695652174,145,106,0.7
0.13043478260869565,146,248,0.8
0.4782608695652174,146,103,1.0
0.4782608695652174,146,272,1.0
1.0,146,198,0.7999999999999999
0.0,147,312,0.8
0.43478260869565216,147,232,1.0
0.4782608695652174,147,154,0.8125
0.782608695652174,147,337,0.84375
0.043478260869565216,148,79,0.8
0.2608695652173913,148,134,1.0
0.6086956521739131,148,188,1.0
0.21739130434782608,149,243,0.8
0.34782608695652173,149,312,1.0
1.0,149,201,1.0
0.08695652173913043,150,248,0.8
0.34782608695652173,150,299,0.7
0.43478260869565216,150,352,0.8033333333333332
0.5217391304347826,150,64,0.7226666666666666
0.17391304347826086,151,110,0.8
0.2608695652173913,151,147,0.7
0.391304347826087,151,203,0.7
0.17391304347826086,152,209,0.8
0.5652173913043478,152,361,0.7
0.6086956521739131,152,191,1.0
0.17391304347826086,153,28,0.8
0.34782608695652173,153,255,0.7
0.4782608695652174,153,348,0.9869565217391304
0.2608695652173913,154,312,0.8
0.5652173913043478,154,151,1.0
0.6956521739130435,154,154,0.7589041095890411
0.30434782608695654,155,115,0.8
0.4782608695652174,155,64,1.0
0.6521739130434783,155,115,0.8669642857142856
0.08695652173913043,156,299,0.8
0.13043478260869565,156,150,1.0
0.391304347826087,156,150,0.7
0.6956521739130435,156,97,0.7136460554371001
0.13043478260869565,157,80,0.8
0.43478260869565216,157,68,0.7
0.5217391304347826,157,283,0.7
0.6521739130434783,157,208,1.0
0.21739130434782608,158,195,0.8
0.30434782608695654,158,80,1.0
0.5652173913043478,158,151,0.7
0.08695652173913043,159,218,0.8
0.2608695652173913,159,86,1.0
0.6086956521739131,159,86,0.7233443708609271
0.043478260869565216,160,145,0.8
0.2608695652173913,160,117,0.7
0.391304347826087,160,141,1.0
0.5217391304347826,160,145,0.756012658227848
0.6086956521739131,160,95,1.0
0.2608695652173913,161,165,0.8
0.30434782608695654,161,103,0.7
0.391304347826087,161,361,0.7
0.43478260869565216,161,46,0.7003253796095444
0.0,162,67,0.8
0.391304347826087,162,312,1.0
0.6086956521739131,162,336,0.7
0.13043478260869565,163,103,0.8
0.43478260869565216,163,117,0.7
0.5652173913043478,163,332,0.7
0.21739130434782608,164,133,0.8
0.5217391304347826,164,220,0.7
0.6086956521739131,164,25,0.7
0.2608695652173913,165,283,0.8
0.391304347826087,165,80,1.0
0.6086956521739131,165,154,0.8344559585492227
0.43478260869565216,166,11,0.8
0.43478260869565216,166,141,1.0
0.5217391304347826,166,25,0.7
0.043478260869565216,167,321,0.8
0.34782608695652173,167,326,1.0
0.6086956521739131,167,195,0.7
0.34782608695652173,168,346,0.8
0.6521739130434783,168,1,0.7
0.6521739130434783,168,167,0.8056213017751479
0.043478260869565216,169,4,0.8
0.08695652173913043,169,326,1.0
0.6086956521739131,169,102,0.7
0.2608695652173913,170,150,0.8
0.5652173913043478,170,153,1.0
0.6086956521739131,170,218,0.7161290322580645
0.21739130434782608,171,80,0.8
0.5217391304347826,171,317,1.0
0.5652173913043478,171,241,0.7
0.6086956521739131,171,203,0.7
0.13043478260869565,172,195,0.8
0.17391304347826086,172,253,0.7
0.5217391304347826,172,101,1.0
0.30434782608695654,173,154,0.8
0.391304347826087,173,243,1.0
0.4782608695652174,173,340,1.0
0.043478260869565216,174,321,0.8
0.043478260869565216,174,308,0.7
0.08695652173913043,174,8,0.7700729927007299
0.5217391304347826,174,154,0.9091240875912409
0.6086956521739131,174,325,1.0
0.13043478260869565,175,283,0.8
0.43478260869565216,175,181,0.7
0.43478260869565216,175,65,1.0
0.34782608695652173,176,348,0.8
0.5652173913043478,176,59,0.7
0.6521739130434783,176,103,0.7212903225806451
0.08695652173913043,177,85,0.8
0.391304347826087,177,12,0.7
0.5217391304347826,177,1,0.7626262626262625
0.391304347826087,178,154,0.8
0.4782608695652174,178,8,0.7
0.7391304347826086,178,83,0.71875
0.043478260869565216,179,241,0.8
0.5217391304347826,179,325,1.0
0.5217391304347826,179,206,0.7
0.6086956521739131,179,241,0.7141110065851364
0.08695652173913043,180,326,0.8
0.5217391304347826,180,25,0.7
1.0,180,46,0.7
0.21739130434782608,181,68,0.8
0.30434782608695654,181,232,0.7
0.34782608695652173,181,233,0.7
0.08695652173913043,182,201,0.8
0.5652173913043478,182,293,0.7
0.6521739130434783,182,16,1.0
0.08695652173913043,183,193,0.8
0.2608695652173913,183,283,0.7
0.34782608695652173,183,110,0.7
0.4782608695652174,183,76,0.8399209486166007
0.043478260869565216,184,64,0.8
0.21739130434782608,184,245,0.7
0.5652173913043478,184,326,1.0
0.30434782608695654,185,336,0.8
0.43478260869565216,185,198,1.0
0.5217391304347826,185,196,0.9815642458100557
0.30434782608695654,186,197,0.8
0.5652173913043478,186,150,0.7
0.6521739130434783,186,158,0.7
0.2608695652173913,187,131,0.8
0.2608695652173913,187,271,0.7
0.43478260869565216,187,101,0.9507056451612903
0.13043478260869565,188,46,0.8
0.17391304347826086,188,265,0.7
0.4782608695652174,188,340,0.7783261802575107
0.17391304347826086,189,184,0.8
0.21739130434782608,189,337,0.7
0.21739130434782608,189,232,1.0
0.5652173913043478,190,302,0.8
0.6521739130434783,190,365,1.0
0.6956521739130435,190,325,0.7
0.21739130434782608,191,129,0.8
0.5217391304347826,191,235,0.7
0.5652173913043478,191,159,0.9633522727272726
0.13043478260869565,192,137,0.8
0.30434782608695654,192,79,1.0
0.5652173913043478,192,99,0.7
0.043478260869565216,193,307,0.8
0.13043478260869565,193,46,1.0
0.2608695652173913,193,206,1.0
0.4782608695652174,194,163,0.8
0.5217391304347826,194,43,1.0
0.5652173913043478,194,337,0.7
0.08695652173913043,195,173,0.8
0.2608695652173913,195,336,0.7
0.34782608695652173,195,283,0.9331210191082802
0.21739130434782608,196,233,0.8
0.30434782608695654,196,248,0.7
0.6521739130434783,196,224,1.0
0.043478260869565216,197,332,0.8
0.21739130434782608,197,208,1.0
0.5217391304347826,197,232,0.7
0.2608695652173913,198,1,0.8
0.391304347826087,198,248,1.0
0.8695652173913043,198,346,1.0
0.17391304347826086,199,281,0.8
0.30434782608695654,199,25,1.0
0.34782608695652173,199,312,1.0
0.34782608695652173,200,36,0.8
0.4782608695652174,200,52,1.0
0.5652173913043478,200,106,1.0
0.17391304347826086,201,65,0.8
0.391304347826087,201,67,1.0
0.391304347826087,201,129,0.7432203389830508
0.17391304347826086,202,217,0.8
0.21739130434782608,202,49,0.7
0.30434782608695654,202,250,1.0
0.30434782608695654,203,46,0.8
0.43478260869565216,203,4,1.0
0.5217391304347826,203,201,0.7
0.43478260869565216,204,36,0.8
0.5217391304347826,204,46,0.7
0.5652173913043478,204,287,0.7
0.13043478260869565,205,255,0.8
0.13043478260869565,205,230,0.7
0.17391304347826086,205,134,0.7
0.043478260869565216,206,203,0.8
0.043478260869565216,206,88,0.7
0.13043478260869565,206,311,0.7595041322314049
0.6086956521739131,206,124,1.0
0.2608695652173913,207,139,0.8
0.2608695652173913,207,80,0.7
0.6521739130434783,207,359,0.7
0.0,208,279,0.8
0.21739130434782608,208,272,1.0
0.34782608695652173,208,54,0.7
0.43478260869565216,208,181,0.9145569620253164
0.0,209,150,0.8
0.30434782608695654,209,337,1.0
0.6086956521739131,209,110,0.8495714285714285
0.17391304347826086,210,260,0.8
0.21739130434782608,210,64,1.0
0.5217391304347826,210,257,0.7
0.17391304347826086,211,232,0.8
0.2608695652173913,211,229,0.7
0.5217391304347826,211,208,1.0
0.6086956521739131,211,325,1.0
0.2608695652173913,212,152,0.8
0.4782608695652174,212,306,0.7
0.5652173913043478,212,124,0.9838323353293412
0.2608695652173913,213,106,0.8
0.34782608695652173,213,265,0.7
0.34782608695652173,213,103,0.7859756097560975
0.13043478260869565,214,232,0.8
0.21739130434782608,214,358,1.0
0.5652173913043478,214,115,0.7
0.5217391304347826,215,4,0.8
0.6521739130434783,215,242,1.0
0.6956521739130435,215,367,1.0
0.2608695652173913,216,181,0.8
0.30434782608695654,216,279,1.0
0.6086956521739131,216,298,0.7
0.21739130434782608,217,201,0.8
0.2608695652173913,217,191,0.7
0.43478260869565216,217,358,0.8422554347826087
0.08695652173913043,218,44,0.8
0.08695652173913043,218,229,1.0
0.43478260869565216,218,138,1.0
0.08695652173913043,219,173,0.8
0.34782608695652173,219,233,0.7
0.34782608695652173,219,262,0.7128309572301426
0.391304347826087,219,305,0.775152749490835
0.2608695652173913,220,272,0.8
0.391304347826087,220,188,1.0
0.6086956521739131,220,260,1.0
0.34782608695652173,221,321,0.8
0.5652173913043478,221,28,0.7
0.6086956521739131,221,65,0.9848159509202453
0.6956521739130435,221,4,0.704601226993865
0.30434782608695654,222,195,0.8
0.4782608695652174,222,191,1.0
0.5652173913043478,222,222,0.7
0.34782608695652173,223,191,0.8
0.391304347826087,223,154,0.7
0.8695652173913043,223,150,0.9337874659400545
0.08695652173913043,224,253,0.8
0.4782608695652174,224,325,1.0
0.5217391304347826,224,193,0.7189134808853118
0.08695652173913043,225,4,0.8
0.21739130434782608,225,36,1.0
0.5217391304347826,225,182,1.0
0.5217391304347826,225,4,0.9118483412322275
0.043478260869565216,226,124,0.8
0.17391304347826086,226,309,0.7
0.21739130434782608,226,98,1.0
0.6956521739130435,226,43,0.7
0.21739130434782608,227,24,0.8
0.34782608695652173,227,64,0.7
0.6521739130434783,227,4,1.0
0.13043478260869565,228,124,0.8
0.391304347826087,228,188,1.0
0.5217391304347826,228,184,1.0
0.5217391304347826,228,28,0.7
0.21739130434782608,229,159,0.8
0.43478260869565216,229,317,0.7
0.4782608695652174,229,191,1.0
0.0,230,46,0.8
0.17391304347826086,230,215,1.0
0.34782608695652173,230,106,1.0
0.4782608695652174,230,359,0.7293233082706766
0.043478260869565216,231,146,0.8
0.21739130434782608,231,337,0.7
0.5652173913043478,231,336,0.7
0.21739130434782608,232,151,0.8
0.2608695652173913,232,150,0.7
0.5652173913043478,232,109,0.7
0.6086956521739131,232,1,0.7460815047021943
0.13043478260869565,233,220,0.8
0.17391304347826086,233,215,1.0
0.4782608695652174,233,196,0.7804635761589404
0.08695652173913043,234,104,0.8
0.08695652173913043,234,248,0.7
0.391304347826087,234,10,0.9541984732824427
0.21739130434782608,235,262,0.8
0.34782608695652173,235,309,0.7
0.4782608695652174,235,115,1.0
0.043478260869565216,236,206,0.8
0.08695652173913043,236,359,0.7
0.21739130434782608,236,25,0.7381679389312976
0.08695652173913043,237,4,0.8
0.17391304347826086,237,232,0.7
0.5217391304347826,237,164,0.990721649484536
0.6086956521739131,237,20,1.0
0.6521739130434783,237,195,1.0
0.391304347826087,238,273,0.8
0.43478260869565216,238,63,0.7
0.7391304347826086,238,167,0.7691542288557214
0.043478260869565216,239,91,0.8
0.13043478260869565,239,233,0.7
0.6086956521739131,239,91,0.9217391304347825
0.08695652173913043,240,64,0.8
0.7391304347826086,240,220,0.7
0.9130434782608695,240,243,0.7
0.5652173913043478,241,283,0.8
0.6521739130434783,241,30,0.7
0.7391304347826086,241,34,1.0
0.30434782608695654,242,362,0.8
0.34782608695652173,242,220,1.0
0.391304347826087,242,233,0.7
0.6956521739130435,242,325,0.7657724329324699
0.30434782608695654,243,195,0.8
0.34782608695652173,243,159,0.7
0.34782608695652173,243,250,1.0
0.13043478260869565,244,261,0.8
0.43478260869565216,244,94,1.0
0.6956521739130435,244,255,0.8005
0.17391304347826086,245,201,0.8
0.391304347826087,245,12,1.0
0.5217391304347826,245,359,0.7126903553299492
0.34782608695652173,246,265,0.8
0.5652173913043478,246,80,0.7
0.6086956521739131,246,317,0.7
0.043478260869565216,247,229,0.8
0.08695652173913043,247,46,0.7
0.391304347826087,247,359,0.7942857142857143
0.6521739130434783,247,191,0.7442857142857142
0.043478260869565216,248,141,0.8
0.13043478260869565,248,52,1.0
0.4782608695652174,248,262,0.736
0.6086956521739131,248,154,1.0
0.08695652173913043,249,198,0.8
0.391304347826087,249,191,1.0
0.43478260869565216,249,332,0.9763157894736841
0.5217391304347826,249,89,0.763157894736842
0.6521739130434783,249,115,0.7
0.21739130434782608,250,1,0.8
0.43478260869565216,250,193,1.0
0.5652173913043478,250,262,0.9605263157894737
0.6086956521739131,250,8,1.0
0.34782608695652173,251,34,0.8
0.6521739130434783,251,212,0.7
0.9565217391304348,251,175,0.7
