Hour,User,Store,previous_store,rating
0.3478260869565217,18,8,[233 332],0.7
0.6956521739130435,18,332,[233],0.8095808383233533
0.5217391304347826,19,133,[ 35 257  49],0.8
0.5217391304347826,19,167,[ 35 257  49 133],1.0
0.5652173913043478,19,35,[],1.0
0.6086956521739131,19,257,[35],0.7
0.6086956521739131,19,49,[ 35 257],0.8182054616384915
0.043478260869565216,20,102,[],0.8
0.08695652173913042,20,196,[102 257],0.7
0.6521739130434783,20,257,[102],0.7588235294117647
0.6956521739130435,20,197,[102 257 196],0.7
0.3043478260869565,21,153,[64],0.8
0.5652173913043478,21,64,[],0.7
0.6086956521739131,21,340,[ 64 153],0.7
0.043478260869565216,22,229,[1],0.8
0.6956521739130435,22,1,[],1.0
0.6956521739130435,22,67,[  1 229],0.7
0.21739130434782608,23,4,[],0.8
0.21739130434782608,23,220,[4],0.7
0.3043478260869565,23,28,[  4 220],1.0
0.43478260869565216,24,280,[225],0.8
0.43478260869565216,24,9,[225 280],1.0
0.6521739130434783,24,225,[],0.7
0.08695652173913042,25,52,[206],0.8
0.43478260869565216,25,25,[206  52],1.0
1.0,25,206,[],0.7190607734806629
0.08695652173913042,26,145,[],0.8
0.5652173913043478,26,151,[145],1.0
0.5652173913043478,26,188,[145 151],0.7
0.3478260869565217,27,220,[196 103],0.8
0.5217391304347826,27,196,[],0.7
0.6086956521739131,27,103,[196],1.0
0.21739130434782608,28,233,[],0.8
0.6086956521739131,28,178,[233 248],1.0
0.6956521739130435,28,248,[233],0.7535369774919614
0.043478260869565216,29,28,[201 137],0.8
0.5652173913043478,29,201,[],1.0
1.0,29,137,[201],1.0
0.08695652173913042,30,309,[ 79 198],0.8
0.21739130434782608,30,79,[],1.0
0.21739130434782608,30,198,[79],0.9143437077131258
0.21739130434782608,31,308,[332],0.8
0.5217391304347826,31,332,[],1.0
0.5652173913043478,31,102,[332 308],1.0
0.0,32,108,[220 225],0.8
0.4782608695652174,32,225,[220],0.7
0.6521739130434783,32,220,[],0.7
0.3043478260869565,33,135,[],0.8
0.3478260869565217,33,229,[135],1.0
0.4782608695652174,33,232,[135 229],1.0
0.4782608695652174,33,79,[135 229 232],1.0
0.3043478260869565,34,299,[181],0.8
0.4782608695652174,34,181,[],1.0
0.4782608695652174,34,272,[181 299],1.0
0.08695652173913042,35,201,[327],0.8
0.5217391304347826,35,188,[327 201],0.7
0.6956521739130435,35,327,[],1.0
0.13043478260869565,36,191,[],0.8
0.21739130434782608,36,337,[191],0.7
0.7391304347826086,36,8,[191 337],0.7
0.21739130434782608,37,89,[],0.8
0.4782608695652174,37,153,[89 86],1.0
0.5217391304347826,37,86,[89],0.7
0.0,38,79,[98],0.8
0.43478260869565216,38,98,[],0.7
0.4782608695652174,38,154,[98 79],0.7
0.13043478260869565,39,181,[ 70 367 272],0.8
0.21739130434782608,39,367,[70],1.0
0.3478260869565217,39,70,[],0.7
0.3478260869565217,39,272,[ 70 367],0.7
0.08695652173913042,40,34,[181],0.8
0.5217391304347826,40,181,[],1.0
0.6086956521739131,40,170,[181  34],0.8290909090909091
0.4782608695652174,41,359,[],0.8
0.5217391304347826,41,358,[359 201],1.0
1.0,41,201,[359],0.8125
0.13043478260869565,42,11,[79],0.8
0.2608695652173913,42,79,[],1.0
0.6521739130434783,42,78,[79 11],0.9051470588235292
0.17391304347826084,43,198,[],0.8
0.21739130434782608,43,131,[198  91 364],0.7
0.39130434782608703,43,364,[198  91],1.0
0.43478260869565216,43,91,[198],0.9705882352941176
0.0,44,88,[325 195],0.8
0.13043478260869565,44,325,[],1.0
0.6086956521739131,44,195,[325],0.7364217252396166
0.13043478260869565,45,204,[198],0.8
0.4782608695652174,45,167,[198 204],1.0
0.5652173913043478,45,198,[],0.7
0.21739130434782608,46,241,[],0.8
0.21739130434782608,46,28,[241],1.0
0.21739130434782608,46,67,[241  28],1.0
0.17391304347826084,47,208,[61],0.8
0.5217391304347826,47,283,[ 61 208],1.0
0.6956521739130435,47,61,[],0.7
0.0,48,8,[325 262],0.8
0.17391304347826084,48,325,[],1.0
0.6521739130434783,48,262,[325],1.0
0.13043478260869565,49,248,[333],0.8
0.3043478260869565,49,241,[333 248],0.7
0.6086956521739131,49,333,[],0.9869565217391304
0.6086956521739131,50,339,[],0.8
0.6521739130434783,50,262,[339],0.7
1.0,50,337,[339 262],1.0
0.043478260869565216,51,167,[],0.8
0.043478260869565216,51,153,[167 299],1.0
0.5217391304347826,51,299,[167],1.0
0.17391304347826084,52,250,[],0.8
0.2608695652173913,52,191,[250],0.7
0.6086956521739131,52,95,[250 191],0.7
0.3043478260869565,53,225,[317],0.8
0.3478260869565217,53,317,[],0.7
0.5217391304347826,53,95,[317 225],0.7
0.17391304347826084,54,8,[ 21 193],0.8
0.6086956521739131,54,21,[],0.7
0.6956521739130435,54,193,[21],0.7
0.3043478260869565,55,215,[298 201],0.8
0.3478260869565217,55,201,[298],0.7
0.39130434782608703,55,298,[],1.0
0.0,56,198,[297 340],0.8
0.08695652173913042,56,297,[],1.0
0.4782608695652174,56,340,[297],1.0
0.21739130434782608,57,355,[ 94 145],0.8
0.3478260869565217,57,94,[],1.0
1.0,57,145,[94],1.0
0.39130434782608703,58,16,[],0.8
0.43478260869565216,58,182,[16],0.7
0.6086956521739131,58,197,[ 16 182],1.0
0.2608695652173913,59,363,[89],0.8
0.3043478260869565,59,89,[],0.7
0.6521739130434783,59,188,[ 89 363],0.7597510373443983
0.17391304347826084,60,233,[362],0.8
0.3478260869565217,60,121,[362 233],1.0
0.39130434782608703,60,362,[],0.7
0.043478260869565216,61,153,[232  36],0.8
0.08695652173913042,61,232,[],1.0
0.39130434782608703,61,16,[232  36 153],0.7
0.5217391304347826,61,36,[232],0.956120527306968
0.5652173913043478,61,94,[232  36 153  16],0.7186440677966102
0.3478260869565217,62,181,[],0.8
0.3478260869565217,62,188,[181],1.0
0.6086956521739131,62,195,[181 188],0.7
0.3478260869565217,63,273,[],0.8
0.43478260869565216,63,303,[273],0.7
0.4782608695652174,63,115,[273 303],0.7
0.5652173913043478,63,255,[273 303 115],0.983271375464684
0.43478260869565216,64,342,[],0.8
0.5652173913043478,64,208,[342 129],1.0
0.8695652173913043,64,129,[342],0.7898617511520737
0.13043478260869565,65,350,[106  63],0.8
0.39130434782608703,65,106,[],1.0
0.43478260869565216,65,63,[106],0.7
0.21739130434782608,66,333,[358 233],0.8
0.5652173913043478,66,358,[],1.0
0.8260869565217391,66,233,[358],0.7
0.08695652173913042,67,167,[],0.8
0.5217391304347826,67,134,[167],1.0
0.5217391304347826,67,197,[167 134],0.7997387328543435
0.6956521739130435,67,154,[167 134 197],0.9267145656433704
0.08695652173913042,68,295,[265],0.8
0.13043478260869565,68,265,[],1.0
0.4782608695652174,68,295,[265 295],1.0
0.4782608695652174,68,4,[265 295 295],0.7731092436974789
0.5217391304347826,68,265,[265 295 295   4],1.0
0.2608695652173913,69,232,[165  46],0.8
0.43478260869565216,69,46,[165],1.0
0.5652173913043478,69,165,[],0.7
0.043478260869565216,70,262,[],0.8
0.13043478260869565,70,195,[262],0.7
1.0,70,195,[262 195],0.8766169154228856
0.3478260869565217,71,214,[283 233],0.8
0.5217391304347826,71,283,[],0.7
0.6521739130434783,71,233,[283],0.7
0.21739130434782608,72,220,[],0.8
0.2608695652173913,72,4,[220],1.0
0.43478260869565216,72,79,[220   4 147],1.0
0.6956521739130435,72,147,[220   4],0.7
0.08695652173913042,73,326,[],0.8
0.43478260869565216,73,167,[326  80],1.0
0.5652173913043478,73,80,[326],0.7
0.21739130434782608,74,94,[],0.8
0.5217391304347826,74,167,[94],1.0
0.6521739130434783,74,64,[ 94 167],0.7
0.0,75,232,[],0.8
0.08695652173913042,75,50,[232],1.0
0.21739130434782608,75,283,[232  50],0.7617866004962779
0.5217391304347826,75,228,[232  50 283],0.7133995037220843
0.21739130434782608,76,225,[167  64],0.8
0.3043478260869565,76,64,[167],0.7
0.43478260869565216,76,167,[],0.7623485554520036
0.13043478260869565,77,283,[121],0.8
0.3478260869565217,77,115,[121 283],1.0
0.5217391304347826,77,121,[],1.0
0.5652173913043478,77,35,[121 283 115],0.8262384322264561
0.3478260869565217,78,262,[325 220],0.8
0.4782608695652174,78,325,[],0.7
0.5217391304347826,78,220,[325],1.0
0.0,79,46,[348],0.8
0.043478260869565216,79,321,[348  46],1.0
0.21739130434782608,79,348,[],0.7306818181818181
0.3478260869565217,79,203,[348  46 321],0.7
0.5652173913043478,79,261,[348  46 321 203],0.7
0.5217391304347826,80,215,[102 251],0.8
0.5652173913043478,80,102,[],1.0
0.5652173913043478,80,251,[102],0.8374384236453202
0.043478260869565216,81,225,[],0.8
0.17391304347826084,81,151,[225],1.0
0.4782608695652174,81,53,[225 151],1.0
0.8260869565217391,81,167,[225 151  53],0.7383458646616541
0.08695652173913042,82,4,[359],0.8
0.2608695652173913,82,299,[359   4],1.0
0.5217391304347826,82,359,[],0.7
0.043478260869565216,83,103,[131],0.8
0.13043478260869565,83,131,[],1.0
0.21739130434782608,83,198,[131 103],1.0
0.043478260869565216,84,64,[],0.8
0.5652173913043478,84,145,[64],1.0
0.5652173913043478,84,233,[ 64 145],1.0
0.43478260869565216,85,241,[ 1 25],0.8
0.5217391304347826,85,1,[],0.7
0.5652173913043478,85,25,[1],1.0
0.39130434782608703,86,310,[],0.8
0.5652173913043478,86,83,[310],0.7
0.5652173913043478,86,64,[310  83],1.0
0.6086956521739131,87,17,[],0.8
0.6086956521739131,87,43,[17 17],1.0
1.0,87,17,[17],0.8256157635467979
0.043478260869565216,88,94,[ 79 201],0.8
0.3043478260869565,88,79,[],1.0
0.6086956521739131,88,201,[79],0.7
0.39130434782608703,89,280,[124],0.8
0.5217391304347826,89,332,[124 280],1.0
1.0,89,124,[],0.7839479392624729
0.39130434782608703,90,361,[],0.8
0.5652173913043478,90,232,[361 250],0.7
0.6086956521739131,90,250,[361],0.7039252336448598
0.17391304347826084,91,321,[],0.8
0.17391304347826084,91,229,[321],1.0
0.3043478260869565,91,80,[321 229],1.0
0.043478260869565216,92,345,[],0.8
0.43478260869565216,92,232,[345 326],1.0
1.0,92,326,[345],0.7
0.5217391304347826,93,198,[232],0.8
0.5652173913043478,93,80,[232 198],0.7
0.6086956521739131,93,232,[],1.0
0.0,94,91,[117 198],0.8
0.43478260869565216,94,198,[117],0.7
0.5652173913043478,94,117,[],1.0
0.39130434782608703,95,52,[281 281],0.8
0.5217391304347826,95,281,[],1.0
0.5652173913043478,95,281,[281],0.7
0.21739130434782608,96,46,[],0.8
0.21739130434782608,96,79,[ 46 336],1.0
0.43478260869565216,96,336,[46],0.7
0.0,97,1,[],0.8
0.3043478260869565,97,299,[  1 280],0.7
0.4782608695652174,97,280,[1],1.0
0.13043478260869565,98,218,[337 303],0.8
0.6086956521739131,98,337,[],1.0
0.6956521739130435,98,303,[337],0.9911409395973154
0.17391304347826084,99,193,[],0.8
0.21739130434782608,99,4,[193 362],1.0
1.0,99,362,[193],0.7
0.5217391304347826,100,241,[],0.8
0.6086956521739131,100,137,[241],0.7
0.7391304347826086,100,265,[241 137],0.7523285351397121
0.17391304347826084,101,365,[220  79],0.8
0.3478260869565217,101,46,[220  79 365],0.7
0.5217391304347826,101,79,[220],0.8799999999999999
0.7391304347826086,101,220,[],1.0
0.043478260869565216,102,299,[241 279],0.8
0.17391304347826084,102,241,[],1.0
0.5217391304347826,102,279,[241],1.0
0.21739130434782608,103,358,[ 64 167],0.8
0.39130434782608703,103,64,[],1.0
0.43478260869565216,103,167,[64],1.0
0.43478260869565216,104,254,[235  25],0.8
0.6086956521739131,104,235,[],0.7
0.6956521739130435,104,25,[235],0.7
0.3478260869565217,105,58,[],0.8
0.3478260869565217,105,70,[58],0.7
0.4782608695652174,105,352,[58 70],0.7
0.4782608695652174,105,229,[ 58  70 352],0.7
0.43478260869565216,106,167,[],0.8
0.43478260869565216,106,229,[167],0.7
0.5652173913043478,106,332,[167 229],0.7775862068965517
0.17391304347826084,107,262,[358],0.8
0.2608695652173913,107,94,[358 262],1.0
0.6086956521739131,107,358,[],0.7
0.21739130434782608,108,241,[151 220],0.8
0.2608695652173913,108,151,[],1.0
0.6956521739130435,108,220,[151],1.0
0.043478260869565216,109,336,[280 215],0.8
0.4782608695652174,109,280,[],0.7
0.5217391304347826,109,215,[280],0.7
0.3043478260869565,110,79,[],0.8
0.5217391304347826,110,305,[79],1.0
0.5652173913043478,110,46,[ 79 305],0.7
0.043478260869565216,111,79,[],0.8
0.43478260869565216,111,79,[79],0.7
0.43478260869565216,111,46,[79 79],0.7
0.043478260869565216,112,28,[367],0.8
0.13043478260869565,112,367,[],1.0
0.6521739130434783,112,88,[367  28],1.0
0.0,113,265,[234  78],0.8
0.4782608695652174,113,234,[],1.0
0.6086956521739131,113,78,[234],0.7
0.13043478260869565,114,150,[233 241],0.8
0.2608695652173913,114,241,[233],0.7
0.43478260869565216,114,233,[],1.0
0.13043478260869565,115,345,[],0.8
0.21739130434782608,115,350,[345 248],1.0
0.6086956521739131,115,248,[345],1.0
0.5217391304347826,116,151,[],0.8
0.5652173913043478,116,227,[151 110],1.0
0.6086956521739131,116,110,[151],0.7675422138836773
0.39130434782608703,117,257,[237],0.8
0.5652173913043478,117,197,[237 257],0.7
0.6521739130434783,117,237,[],0.7
0.0,118,178,[141],0.8
0.3478260869565217,118,46,[141 178],0.7
0.4782608695652174,118,141,[],1.0
0.3043478260869565,119,198,[35 49],0.8
0.3478260869565217,119,35,[],1.0
0.7391304347826086,119,49,[35],0.7
0.21739130434782608,120,273,[250 348],0.8
0.4782608695652174,120,348,[250],1.0
0.6086956521739131,120,250,[],0.7
0.0,121,154,[117 361],0.8
0.17391304347826084,121,117,[],0.7
0.39130434782608703,121,361,[117],1.0
0.043478260869565216,122,273,[157],0.8
0.21739130434782608,122,273,[157 273],0.7
0.3043478260869565,122,157,[],0.7
0.21739130434782608,123,198,[],0.8
0.3478260869565217,123,279,[198 345],1.0
0.6086956521739131,123,345,[198],1.0
0.13043478260869565,124,181,[188 229],0.8
0.2608695652173913,124,188,[],1.0
0.5652173913043478,124,229,[188],1.0
0.3043478260869565,125,243,[231],0.8
0.39130434782608703,125,231,[],1.0
0.6086956521739131,125,71,[231 243],0.7269230769230769
0.043478260869565216,126,198,[8],0.8
0.21739130434782608,126,8,[],1.0
0.3478260869565217,126,43,[  8 198],1.0
0.17391304347826084,127,272,[],0.8
0.4782608695652174,127,360,[272],1.0
1.0,127,345,[272 360],1.0
0.043478260869565216,128,36,[124],0.8
0.08695652173913042,128,124,[],1.0
0.2608695652173913,128,175,[124  36],0.8646341463414634
0.08695652173913042,129,278,[138  64],0.8
0.4782608695652174,129,138,[],0.7
0.5217391304347826,129,64,[138],0.7
0.21739130434782608,130,232,[337 106],0.8
0.39130434782608703,130,337,[],0.7
0.5217391304347826,130,106,[337],0.7
0.21739130434782608,131,195,[198],0.8
0.4782608695652174,131,198,[],1.0
0.7391304347826086,131,154,[198 195],1.0
0.0,132,154,[63],0.8
0.043478260869565216,132,63,[],0.7
0.6086956521739131,132,283,[ 63 154],0.7270697674418605
0.4782608695652174,133,197,[192 367],0.8
0.5652173913043478,133,367,[192],1.0
1.0,133,192,[],0.7
0.08695652173913042,134,134,[183 136],0.8
0.2608695652173913,134,136,[183],1.0
0.39130434782608703,134,183,[],0.7
0.043478260869565216,135,232,[ 11 103],0.8
0.08695652173913042,135,103,[11],1.0
0.4782608695652174,135,11,[],0.7
0.13043478260869565,136,106,[220 103],0.8
0.3478260869565217,136,220,[],1.0
0.39130434782608703,136,103,[220],1.0
0.13043478260869565,137,312,[156  63],0.8
0.39130434782608703,137,63,[156],1.0
0.6956521739130435,137,156,[],0.7
0.043478260869565216,138,159,[145 153],0.8
0.17391304347826084,138,145,[],0.7
0.3478260869565217,138,153,[145],0.7620689655172413
0.21739130434782608,139,203,[52],0.8
0.43478260869565216,139,52,[],1.0
0.6086956521739131,139,281,[ 52 203],0.7
0.13043478260869565,140,131,[64],0.8
0.17391304347826084,140,345,[ 64 131],1.0
0.3043478260869565,140,64,[],0.7392307692307691
0.08695652173913042,141,121,[],0.8
0.2608695652173913,141,79,[121 198],0.7
0.43478260869565216,141,198,[121],1.0
0.3043478260869565,142,36,[106 241],0.8
0.5652173913043478,142,106,[],0.7
0.6956521739130435,142,241,[106],1.0
0.17391304347826084,143,361,[272],0.8
0.5652173913043478,143,124,[272 361],0.7
0.6086956521739131,143,272,[],1.0
0.39130434782608703,144,188,[36],0.8
0.5652173913043478,144,25,[ 36 188],0.7
0.6521739130434783,144,36,[],1.0
0.043478260869565216,145,75,[106],0.8
0.3478260869565217,145,159,[106  75],0.7
0.4782608695652174,145,106,[],0.7
0.13043478260869565,146,248,[103 272 198],0.8
0.4782608695652174,146,103,[],1.0
0.4782608695652174,146,272,[103],1.0
1.0,146,198,[103 272],0.7999999999999999
0.0,147,312,[232],0.8
0.43478260869565216,147,232,[],1.0
0.4782608695652174,147,154,[232 312 337],0.8125
0.7826086956521741,147,337,[232 312],0.84375
0.043478260869565216,148,79,[134 188],0.8
0.2608695652173913,148,134,[],1.0
0.6086956521739131,148,188,[134],1.0
0.21739130434782608,149,243,[],0.8
0.3478260869565217,149,312,[243],1.0
1.0,149,201,[243 312],1.0
0.08695652173913042,150,248,[299  64 352],0.8
0.3478260869565217,150,299,[],0.7
0.43478260869565216,150,352,[299  64],0.8033333333333332
0.5217391304347826,150,64,[299],0.7226666666666666
0.17391304347826084,151,110,[],0.8
0.2608695652173913,151,147,[110 203],0.7
0.39130434782608703,151,203,[110],0.7
0.17391304347826084,152,209,[361 191],0.8
0.5652173913043478,152,361,[],0.7
0.6086956521739131,152,191,[361],1.0
0.17391304347826084,153,28,[],0.8
0.3478260869565217,153,255,[ 28 348],0.7
0.4782608695652174,153,348,[28],0.9869565217391304
0.2608695652173913,154,312,[154 151],0.8
0.5652173913043478,154,151,[154],1.0
0.6956521739130435,154,154,[],0.7589041095890411
0.3043478260869565,155,115,[],0.8
0.4782608695652174,155,64,[115],1.0
0.6521739130434783,155,115,[115  64],0.8669642857142856
0.08695652173913042,156,299,[150 150],0.8
0.13043478260869565,156,150,[],1.0
0.39130434782608703,156,150,[150],0.7
0.6956521739130435,156,97,[150 150 299],0.7136460554371001
0.13043478260869565,157,80,[208 283],0.8
0.43478260869565216,157,68,[208 283  80],0.7
0.5217391304347826,157,283,[208],0.7
0.6521739130434783,157,208,[],1.0
0.21739130434782608,158,195,[151],0.8
0.3043478260869565,158,80,[151 195],1.0
0.5652173913043478,158,151,[],0.7
0.08695652173913042,159,218,[86],0.8
0.2608695652173913,159,86,[],1.0
0.6086956521739131,159,86,[ 86 218],0.7233443708609271
0.043478260869565216,160,145,[],0.8
0.2608695652173913,160,117,[145 141  95 145],0.7
0.39130434782608703,160,141,[145],1.0
0.5217391304347826,160,145,[145 141  95],0.7560126582278479
0.6086956521739131,160,95,[145 141],1.0
0.2608695652173913,161,165,[103 361  46],0.8
0.3043478260869565,161,103,[],0.7
0.39130434782608703,161,361,[103],0.7
0.43478260869565216,161,46,[103 361],0.7003253796095444
0.0,162,67,[336],0.8
0.39130434782608703,162,312,[336  67],1.0
0.6086956521739131,162,336,[],0.7
0.13043478260869565,163,103,[117],0.8
0.43478260869565216,163,117,[],0.7
0.5652173913043478,163,332,[117 103],0.7
0.21739130434782608,164,133,[220  25],0.8
0.5217391304347826,164,220,[],0.7
0.6086956521739131,164,25,[220],0.7
0.2608695652173913,165,283,[80],0.8
0.39130434782608703,165,80,[],1.0
0.6086956521739131,165,154,[ 80 283],0.8344559585492227
0.43478260869565216,166,11,[],0.8
0.43478260869565216,166,141,[11],1.0
0.5217391304347826,166,25,[ 11 141],0.7
0.043478260869565216,167,321,[326 195],0.8
0.3478260869565217,167,326,[],1.0
0.6086956521739131,167,195,[326],0.7
0.3478260869565217,168,346,[1],0.8
0.6521739130434783,168,1,[],0.7
0.6521739130434783,168,167,[  1 346],0.8056213017751479
0.043478260869565216,169,4,[],0.8
0.08695652173913042,169,326,[4],1.0
0.6086956521739131,169,102,[  4 326],0.7
0.2608695652173913,170,150,[218 153],0.8
0.5652173913043478,170,153,[218],1.0
0.6086956521739131,170,218,[],0.7161290322580645
0.21739130434782608,171,80,[203 317 241],0.8
0.5217391304347826,171,317,[203],1.0
0.5652173913043478,171,241,[203 317],0.7
0.6086956521739131,171,203,[],0.7
0.13043478260869565,172,195,[253],0.8
0.17391304347826084,172,253,[],0.7
0.5217391304347826,172,101,[253 195],1.0
0.3043478260869565,173,154,[243 340],0.8
0.39130434782608703,173,243,[],1.0
0.4782608695652174,173,340,[243],1.0
0.043478260869565216,174,321,[],0.8
0.043478260869565216,174,308,[321 154 325   8],0.7
0.08695652173913042,174,8,[321 154 325],0.7700729927007299
0.5217391304347826,174,154,[321],0.9091240875912407
0.6086956521739131,174,325,[321 154],1.0
0.13043478260869565,175,283,[181  65],0.8
0.43478260869565216,175,181,[],0.7
0.43478260869565216,175,65,[181],1.0
0.3478260869565217,176,348,[ 59 103],0.8
0.5652173913043478,176,59,[],0.7
0.6521739130434783,176,103,[59],0.7212903225806451
0.08695652173913042,177,85,[12],0.8
0.39130434782608703,177,12,[],0.7
0.5217391304347826,177,1,[12 85],0.7626262626262625
0.39130434782608703,178,154,[8],0.8
0.4782608695652174,178,8,[],0.7
0.7391304347826086,178,83,[  8 154],0.71875
0.043478260869565216,179,241,[325 206],0.8
0.5217391304347826,179,325,[],1.0
0.5217391304347826,179,206,[325],0.7
0.6086956521739131,179,241,[325 206 241],0.7141110065851364
0.08695652173913042,180,326,[25 46],0.8
0.5217391304347826,180,25,[],0.7
1.0,180,46,[25],0.7
0.21739130434782608,181,68,[],0.8
0.3043478260869565,181,232,[68],0.7
0.3478260869565217,181,233,[ 68 232],0.7
0.08695652173913042,182,201,[],0.8
0.5652173913043478,182,293,[201  16],0.7
0.6521739130434783,182,16,[201],1.0
0.08695652173913042,183,193,[110],0.8
0.2608695652173913,183,283,[110 193  76],0.7
0.3478260869565217,183,110,[],0.7
0.4782608695652174,183,76,[110 193],0.8399209486166007
0.043478260869565216,184,64,[245 326],0.8
0.21739130434782608,184,245,[],0.7
0.5652173913043478,184,326,[245],1.0
0.3043478260869565,185,336,[196 198],0.8
0.43478260869565216,185,198,[196],1.0
0.5217391304347826,185,196,[],0.9815642458100556
0.3043478260869565,186,197,[],0.8
0.5652173913043478,186,150,[197],0.7
0.6521739130434783,186,158,[197 150],0.7
0.2608695652173913,187,131,[],0.8
0.2608695652173913,187,271,[131 101],0.7
0.43478260869565216,187,101,[131],0.9507056451612904
0.13043478260869565,188,46,[265],0.8
0.17391304347826084,188,265,[],0.7
0.4782608695652174,188,340,[265  46],0.7783261802575107
0.17391304347826084,189,184,[337],0.8
0.21739130434782608,189,337,[],0.7
0.21739130434782608,189,232,[337 184],1.0
0.5652173913043478,190,302,[],0.8
0.6521739130434783,190,365,[302],1.0
0.6956521739130435,190,325,[302 365],0.7
0.21739130434782608,191,129,[],0.8
0.5217391304347826,191,235,[129],0.7
0.5652173913043478,191,159,[129 235],0.9633522727272726
0.13043478260869565,192,137,[99],0.8
0.3043478260869565,192,79,[ 99 137],1.0
0.5652173913043478,192,99,[],0.7
0.043478260869565216,193,307,[206  46],0.8
0.13043478260869565,193,46,[206],1.0
0.2608695652173913,193,206,[],1.0
0.4782608695652174,194,163,[337],0.8
0.5217391304347826,194,43,[337 163],1.0
0.5652173913043478,194,337,[],0.7
0.08695652173913042,195,173,[],0.8
0.2608695652173913,195,336,[173 283],0.7
0.3478260869565217,195,283,[173],0.9331210191082802
0.21739130434782608,196,233,[],0.8
0.3043478260869565,196,248,[233 224],0.7
0.6521739130434783,196,224,[233],1.0
0.043478260869565216,197,332,[232 208],0.8
0.21739130434782608,197,208,[232],1.0
0.5217391304347826,197,232,[],0.7
0.2608695652173913,198,1,[346 248],0.8
0.39130434782608703,198,248,[346],1.0
0.8695652173913043,198,346,[],1.0
0.17391304347826084,199,281,[25],0.8
0.3043478260869565,199,25,[],1.0
0.3478260869565217,199,312,[ 25 281],1.0
0.3478260869565217,200,36,[],0.8
0.4782608695652174,200,52,[ 36 106],1.0
0.5652173913043478,200,106,[36],1.0
0.17391304347826084,201,65,[ 67 129],0.8
0.39130434782608703,201,67,[],1.0
0.39130434782608703,201,129,[67],0.7432203389830508
0.17391304347826084,202,217,[],0.8
0.21739130434782608,202,49,[217 250],0.7
0.3043478260869565,202,250,[217],1.0
0.3043478260869565,203,46,[],0.8
0.43478260869565216,203,4,[ 46 201],1.0
0.5217391304347826,203,201,[46],0.7
0.43478260869565216,204,36,[],0.8
0.5217391304347826,204,46,[ 36 287],0.7
0.5652173913043478,204,287,[36],0.7
0.13043478260869565,205,255,[134],0.8
0.13043478260869565,205,230,[134 255],0.7
0.17391304347826084,205,134,[],0.7
0.043478260869565216,206,203,[],0.8
0.043478260869565216,206,88,[203],0.7
0.13043478260869565,206,311,[203  88],0.7595041322314049
0.6086956521739131,206,124,[203  88 311],1.0
0.2608695652173913,207,139,[359],0.8
0.2608695652173913,207,80,[359 139],0.7
0.6521739130434783,207,359,[],0.7
0.0,208,279,[],0.8
0.21739130434782608,208,272,[279 181  54],1.0
0.3478260869565217,208,54,[279 181],0.7
0.43478260869565216,208,181,[279],0.9145569620253164
0.0,209,150,[110 337],0.8
0.3043478260869565,209,337,[110],1.0
0.6086956521739131,209,110,[],0.8495714285714285
0.17391304347826084,210,260,[],0.8
0.21739130434782608,210,64,[260],1.0
